arm,block,goal_idx,mean_dist_to_quad_center,end_dist_to_quad_center
control,test,34,204.2,58.2
control,test,35,147.1,156.0
control,test,36,243.3,398.6
control,test,37,203.1,238.9
control,test,38,230.1,247.0
control,test,39,215.3,312.6
control,test,40,291.6,402.3
control,test,41,277.3,324.3
control,test,42,245.1,233.0
control,test,43,243.1,357.4
control,test,44,223.8,218.7
control,test,45,158.4,72.6
control,test,46,145.0,156.4
control,test,47,134.3,160.6
control,test,48,226.8,234.3
control,test,49,174.4,68.9
control,test,50,145.8,184.3
control,test,51,258.6,340.2
control,test,52,256.9,267.4
control,test,53,289.2,322.8
control,test,54,227.0,226.1
control,test,55,263.9,366.1
control,test,56,212.5,216.0
control,test,57,170.6,58.3
control,test,58,124.3,151.6
control,test,59,251.3,377.7
control,test,60,214.0,231.4
control,test,61,97.2,75.4
control,test,62,197.4,215.4
control,test,63,321.7,348.2
control,test,64,253.5,305.1
control,test,65,319.8,360.2
control,test,66,208.9,223.6
control,test,67,101.7,81.0
control,test,68,195.9,197.4
control,test,69,186.0,38.8
control,test,70,159.3,160.0
control,test,71,262.7,392.8
control,test,72,210.1,231.7
control,test,73,96.2,67.4
control,test,74,203.7,237.4
control,test,75,267.2,406.5
control,test,76,271.7,331.7
control,test,77,322.7,470.2
control,test,78,236.3,354.5
control,test,79,132.9,196.2
