arm,block,goal_idx,region,spawn_dist,steps,reached
control,test,36,frequent,285.2,19,1
control,test,37,rare,293.5,26,1
control,test,38,frequent,260.9,18,1
control,test,39,rare,271.2,23,1
control,test,40,rare,280.3,96,1
control,test,41,rare,310.7,30,1
control,test,42,rare,287.7,41,1
control,test,43,rare,258.7,18,1
control,test,44,rare,256.3,23,1
control,test,45,rare,276.5,27,1
control,test,46,rare,254.6,42,1
control,test,47,frequent,357.4,33,1
control,test,48,rare,251.8,29,1
control,test,49,frequent,259.1,28,1
control,test,50,rare,286.9,32,1
control,test,51,rare,424.0,92,1
control,test,52,rare,255.8,39,1
control,test,53,rare,254.6,22,1
control,test,54,rare,272.1,69,1
control,test,55,frequent,278.7,32,1
control,test,56,rare,283.3,123,1
control,test,57,rare,254.0,90,1
control,test,58,frequent,386.7,68,1
control,test,59,frequent,325.1,177,1
control,test,60,rare,431.9,160,1
control,test,61,rare,319.2,34,1
control,test,62,rare,256.5,19,1
control,test,63,rare,264.2,18,1
control,test,64,frequent,392.6,33,1
control,test,65,rare,422.0,165,1
control,test,66,frequent,307.2,39,1
control,test,67,frequent,336.8,154,1
control,test,68,rare,324.5,33,1
control,test,69,rare,291.6,27,1
control,test,70,rare,268.6,21,1
control,test,71,rare,388.6,39,1
control,test,72,rare,261.9,98,1
control,test,73,rare,255.5,22,1
control,test,74,frequent,319.1,31,1
control,test,75,rare,273.7,60,1
control,test,76,rare,311.1,28,1
control,test,77,rare,278.8,21,1
control,test,78,frequent,252.3,19,1
control,test,79,rare,282.9,30,1
control,exposure,0,rare,256.8,24,1
control,exposure,1,frequent,412.3,100,1
control,exposure,2,rare,298.9,83,1
control,exposure,3,frequent,311.1,29,1
control,exposure,4,frequent,277.9,25,1
control,exposure,5,frequent,321.3,24,1
control,exposure,6,frequent,285.9,23,1
control,exposure,7,frequent,276.6,35,1
control,exposure,8,frequent,354.8,35,1
control,exposure,9,rare,338.7,28,1
control,exposure,10,frequent,271.9,26,1
control,exposure,11,frequent,309.8,23,1
control,exposure,12,frequent,325.7,67,1
control,exposure,13,frequent,266.5,20,1
control,exposure,14,frequent,264.4,18,1
control,exposure,15,frequent,101.1,9,1
control,exposure,16,frequent,356.2,35,1
control,exposure,17,rare,330.5,30,1
control,exposure,18,frequent,441.0,51,1
control,exposure,19,rare,269.7,21,1
control,exposure,20,frequent,300.9,29,1
control,exposure,21,frequent,255.5,19,1
control,exposure,22,frequent,264.4,19,1
control,exposure,23,frequent,287.2,20,1
control,exposure,24,frequent,293.3,27,1
control,exposure,25,frequent,268.5,20,1
control,exposure,26,frequent,269.3,21,1
control,exposure,27,frequent,343.6,31,1
control,exposure,28,rare,446.3,89,1
control,exposure,29,frequent,281.7,132,1
control,exposure,30,frequent,44.6,2,1
control,exposure,31,frequent,278.5,43,1
control,exposure,32,frequent,259.2,19,1
control,exposure,33,rare,344.1,27,1
control,exposure,34,frequent,295.1,25,1
control,exposure,35,rare,446.4,52,1
control,exposure,36,frequent,277.2,22,1
control,exposure,37,rare,326.1,25,1
control,exposure,38,frequent,258.2,25,1
control,exposure,39,frequent,259.0,25,1
control,exposure,40,frequent,255.2,135,1
control,exposure,41,rare,275.7,22,1
control,exposure,42,frequent,345.0,25,1
control,exposure,43,rare,287.9,54,1
control,exposure,44,rare,365.5,120,1
control,exposure,45,frequent,306.6,64,1
control,exposure,46,rare,296.5,62,1
control,exposure,47,frequent,253.8,20,1
control,exposure,48,frequent,296.4,28,1
control,exposure,49,rare,281.9,88,1
control,exposure,50,frequent,308.6,28,1
control,exposure,51,rare,288.1,26,1
control,exposure,52,frequent,307.0,48,1
control,exposure,53,frequent,254.9,35,1
control,exposure,54,frequent,198.0,32,1
control,exposure,55,frequent,111.9,22,1
control,exposure,56,frequent,390.6,54,1
control,exposure,57,rare,258.4,24,1
control,exposure,58,frequent,435.8,43,1
control,exposure,59,frequent,357.8,67,1
control,exposure,60,frequent,90.1,6,1
control,exposure,61,frequent,271.9,84,1
control,exposure,62,frequent,75.5,5,1
control,exposure,63,frequent,280.9,27,1
control,exposure,64,frequent,268.0,21,1
control,exposure,65,rare,342.5,26,1
control,exposure,66,frequent,452.0,34,1
control,exposure,67,rare,343.7,34,1
control,exposure,68,frequent,264.0,23,1
control,exposure,69,frequent,307.4,29,1
control,exposure,70,rare,403.9,36,1
control,exposure,71,frequent,261.3,21,1
control,exposure,72,frequent,289.0,24,1
control,exposure,73,rare,333.7,31,1
control,exposure,74,frequent,366.3,35,1
control,exposure,75,frequent,301.8,48,1
control,exposure,76,frequent,256.6,18,1
control,exposure,77,rare,366.1,29,1
control,exposure,78,frequent,406.8,35,1
control,exposure,79,frequent,288.9,34,1
control,exposure,80,frequent,256.4,18,1
control,exposure,81,frequent,354.8,62,1
control,exposure,82,rare,298.2,27,1
control,exposure,83,frequent,383.3,33,1
control,exposure,84,frequent,295.2,92,1
control,exposure,85,rare,316.3,32,1
control,exposure,86,rare,337.1,32,1
control,exposure,87,frequent,550.8,50,1
control,exposure,88,rare,253.1,41,1
control,exposure,89,frequent,358.6,35,1
control,exposure,90,frequent,465.3,60,1
control,exposure,91,frequent,280.3,31,1
control,exposure,92,frequent,381.8,29,1
control,exposure,93,frequent,304.6,22,1
control,exposure,94,frequent,264.8,36,1
control,exposure,95,rare,263.0,39,1
control,exposure,96,frequent,284.3,20,1
control,exposure,97,rare,306.2,26,1
control,exposure,98,frequent,330.7,47,1
control,exposure,99,frequent,314.3,27,1
control,exposure,100,frequent,131.9,9,1
control,exposure,101,rare,265.6,26,1
control,exposure,102,frequent,268.2,23,1
control,exposure,103,frequent,293.8,27,1
control,exposure,104,frequent,80.7,4,1
control,exposure,105,frequent,362.8,43,1
control,exposure,106,frequent,250.1,24,1
control,exposure,107,rare,277.3,24,1
control,exposure,108,frequent,533.3,71,1
control,exposure,109,rare,317.6,71,1
control,exposure,110,frequent,326.5,25,1
control,exposure,111,frequent,167.0,13,1
control,exposure,112,frequent,74.2,6,1
control,exposure,113,frequent,330.9,68,1
control,exposure,114,frequent,256.9,18,1
control,exposure,115,frequent,253.0,25,1
control,exposure,116,rare,298.9,23,1
control,exposure,117,frequent,317.4,30,1
control,exposure,118,rare,277.6,21,1
control,exposure,119,frequent,263.2,25,1
control,test,0,frequent,270.1,33,1
control,test,1,rare,354.6,33,1
control,test,2,rare,449.1,38,1
control,test,3,rare,327.9,82,1
control,test,4,rare,260.7,24,1
control,test,5,rare,440.3,52,1
control,test,6,frequent,252.8,22,1
control,test,7,rare,424.2,42,1
control,test,8,rare,279.1,24,1
control,test,9,rare,384.4,66,1
control,test,10,rare,314.2,37,1
control,test,11,rare,258.9,23,1
control,test,12,rare,309.9,34,1
control,test,13,rare,257.8,23,1
control,test,14,frequent,258.2,19,1
control,test,15,rare,416.7,39,1
control,test,16,frequent,338.2,28,1
control,test,17,rare,325.6,63,1
control,test,18,rare,277.2,35,1
control,test,19,rare,339.0,72,1
control,test,20,rare,546.8,74,1
control,test,21,rare,360.2,32,1
control,test,22,frequent,332.3,34,1
control,test,23,rare,335.6,45,1
control,test,24,rare,253.9,20,1
control,test,25,rare,278.9,35,1
control,test,26,frequent,261.3,90,1
control,test,27,rare,261.7,25,1
control,test,28,frequent,366.0,32,1
control,test,29,rare,254.3,20,1
control,test,30,rare,273.0,24,1
control,test,31,rare,298.3,31,1
control,test,32,rare,311.6,52,1
control,test,33,frequent,368.6,54,1
control,test,34,rare,271.6,25,1
control,test,35,rare,345.5,28,1
control,test,36,rare,325.7,76,1
control,test,37,frequent,379.9,84,1
control,test,38,rare,262.0,41,1
control,test,39,rare,286.5,28,1
control,test,40,rare,254.5,24,1
control,test,41,rare,322.0,28,1
control,test,42,rare,308.2,24,1
control,test,43,rare,374.4,31,1
control,test,44,frequent,413.1,41,1
control,test,45,rare,289.0,24,1
control,test,46,rare,276.9,26,1
control,test,47,frequent,436.3,40,1
control,test,48,rare,351.2,35,1
control,test,49,frequent,284.4,40,1
control,test,50,rare,255.3,27,1
control,test,51,rare,361.1,44,1
control,test,52,rare,257.3,24,1
control,test,53,rare,360.1,57,1
control,test,54,rare,393.8,31,1
control,test,55,frequent,268.9,24,1
control,test,56,frequent,273.8,26,1
control,test,57,frequent,288.0,24,1
control,test,58,rare,271.2,41,1
control,test,59,rare,582.1,58,1
control,test,60,rare,347.4,35,1
control,test,61,rare,371.6,35,1
control,test,62,rare,329.6,66,1
control,test,63,rare,288.4,63,1
control,test,64,frequent,342.2,34,1
control,test,65,rare,296.0,30,1
control,test,66,rare,320.0,28,1
control,test,67,rare,304.2,28,1
control,test,68,rare,519.5,75,1
control,test,69,rare,311.2,60,1
control,test,70,rare,306.7,24,1
control,test,71,rare,278.0,26,1
control,test,72,rare,286.4,22,1
control,test,73,rare,271.5,41,1
control,test,74,rare,268.9,25,1
control,test,75,rare,329.2,36,1
control,test,76,rare,360.7,32,1
control,test,77,frequent,315.7,41,1
control,test,78,rare,288.8,27,1
control,test,79,rare,265.1,19,1
