arm,seed,trial,drift
fitted,105,145,0.72000
fitted,105,146,0.76000
fitted,105,147,-1.60000
fitted,105,148,-1.34000
fitted,105,149,-1.06000
fitted,105,150,1.52000
fitted,105,151,2.02000
fitted,105,152,0.54000
fitted,105,153,0.20000
fitted,105,154,-0.74000
fitted,105,155,1.44000
fitted,105,156,-1.18000
fitted,105,157,0.72000
fitted,105,158,0.46000
fitted,105,159,0.24000
fitted,105,160,-1.68000
fitted,105,161,-0.48000
fitted,105,162,-0.66000
fitted,105,163,1.98000
fitted,105,164,2.24000
fitted,105,165,1.00000
fitted,105,166,0.60000
fitted,105,167,0.36000
fitted,105,168,-1.44000
fitted,105,169,-0.84000
fitted,105,170,0.04000
fitted,105,171,-1.82000
fitted,105,172,1.06000
fitted,105,173,-0.30000
fitted,105,174,-1.56000
fitted,105,175,-2.30000
fitted,105,176,-1.86000
fitted,105,177,-2.26000
fitted,105,178,0.68000
fitted,105,179,1.30000
fitted,106,1,0.36000
fitted,106,2,-2.72000
fitted,106,3,-2.32000
fitted,106,4,-1.18000
fitted,106,5,-0.36000
fitted,106,6,-2.92000
fitted,106,7,0.74000
fitted,106,8,-0.16000
fitted,106,9,-3.12000
fitted,106,10,2.30000
fitted,106,11,2.68000
fitted,106,12,2.36000
fitted,106,13,2.18000
fitted,106,14,-2.74000
fitted,106,15,-2.08000
fitted,106,16,-1.04000
fitted,106,17,0.90000
fitted,106,18,1.12000
fitted,106,19,1.68000
fitted,106,20,-2.08000
fitted,106,21,2.78000
fitted,106,22,1.04000
fitted,106,23,-0.34000
fitted,106,24,2.08000
fitted,106,25,2.18000
fitted,106,26,1.80000
fitted,106,27,1.76000
fitted,106,28,1.48000
fitted,106,29,-2.62000
fitted,106,30,-0.80000
fitted,106,31,1.66000
fitted,106,32,2.06000
fitted,106,33,2.40000
fitted,106,34,0.28000
fitted,106,35,1.68000
fitted,106,36,-0.48000
fitted,106,37,-2.96000
fitted,106,38,2.12000
fitted,106,39,-2.20000
fitted,106,40,-0.86000
fitted,106,41,2.90000
fitted,106,42,3.00000
fitted,106,43,0.84000
fitted,106,44,2.10000
fitted,106,45,2.28000
fitted,106,46,-2.64000
fitted,106,47,-2.94000
fitted,106,48,-0.80000
fitted,106,49,2.46000
fitted,106,50,2.06000
fitted,106,51,1.48000
fitted,106,52,-1.70000
fitted,106,53,3.52000
fitted,106,54,1.74000
fitted,106,55,-0.02000
fitted,106,56,1.48000
fitted,106,57,1.38000
fitted,106,58,1.50000
fitted,106,59,1.42000
fitted,106,60,1.74000
fitted,106,61,0.20000
fitted,106,62,-1.62000
fitted,106,63,-1.36000
fitted,106,64,-1.38000
fitted,106,65,1.68000
fitted,106,66,0.74000
fitted,106,67,-0.48000
fitted,106,68,-2.38000
fitted,106,69,-2.06000
fitted,106,70,-1.74000
fitted,106,71,-1.06000
fitted,106,72,-0.42000
fitted,106,73,2.64000
fitted,106,74,2.50000
fitted,106,75,1.70000
fitted,106,76,0.92000
fitted,106,77,2.02000
fitted,106,78,-1.44000
fitted,106,79,0.62000
fitted,106,80,3.00000
fitted,106,81,2.74000
fitted,106,82,2.38000
fitted,106,83,2.50000
fitted,106,84,2.22000
fitted,106,85,-2.86000
fitted,106,86,0.02000
fitted,106,87,2.42000
fitted,106,88,2.92000
fitted,106,89,2.52000
fitted,106,90,1.92000
fitted,106,91,-1.86000
fitted,106,92,0.22000
fitted,106,93,-0.56000
fitted,106,94,2.08000
fitted,106,95,2.98000
fitted,106,96,2.46000
fitted,106,97,-0.74000
fitted,106,98,2.62000
fitted,106,99,2.14000
fitted,106,100,-2.58000
fitted,106,101,-1.60000
fitted,106,102,-3.76000
fitted,106,103,-1.22000
fitted,106,104,-3.88000
fitted,106,105,0.36000
fitted,106,106,1.10000
fitted,106,107,0.32000
fitted,106,108,2.62000
fitted,106,109,2.16000
fitted,106,110,-2.56000
fitted,106,111,-3.54000
fitted,106,112,-2.26000
fitted,106,113,-0.18000
fitted,106,114,-1.78000
fitted,106,115,0.52000
fitted,106,116,1.30000
fitted,106,117,-3.58000
fitted,106,118,-2.00000
fitted,106,119,-1.92000
fitted,106,120,-1.82000
fitted,106,121,0.74000
fitted,106,122,-1.30000
fitted,106,123,-3.64000
fitted,106,124,-1.86000
fitted,106,125,-0.76000
fitted,106,126,1.68000
fitted,106,127,0.84000
fitted,106,128,0.42000
fitted,106,129,2.00000
fitted,106,130,3.58000
fitted,106,131,-2.80000
fitted,106,132,-0.16000
fitted,106,133,2.86000
fitted,106,134,1.84000
fitted,106,135,-0.16000
fitted,106,136,2.18000
fitted,106,137,0.84000
fitted,106,138,1.70000
fitted,106,139,0.88000
fitted,106,140,2.52000
fitted,106,141,-2.30000
fitted,106,142,0.58000
fitted,106,143,-1.24000
fitted,106,144,-3.24000
fitted,106,145,-0.34000
fitted,106,146,0.20000
fitted,106,147,1.20000
fitted,106,148,3.24000
fitted,106,149,-2.50000
fitted,106,150,-1.64000
fitted,106,151,1.16000
fitted,106,152,-0.94000
fitted,106,153,-0.98000
fitted,106,154,-2.78000
fitted,106,155,3.08000
fitted,106,156,-0.78000
fitted,106,157,1.32000
fitted,106,158,0.82000
fitted,106,159,-1.06000
fitted,106,160,-1.82000
fitted,106,161,-2.20000
fitted,106,162,-2.58000
fitted,106,163,-2.90000
fitted,106,164,3.22000
fitted,106,165,0.42000
fitted,106,166,-0.82000
fitted,106,167,1.06000
fitted,106,168,3.42000
fitted,106,169,-1.90000
fitted,106,170,1.30000
fitted,106,171,1.14000
fitted,106,172,0.16000
fitted,106,173,-0.52000
fitted,106,174,-2.38000
fitted,106,175,0.44000
fitted,106,176,-0.48000
fitted,106,177,0.78000
fitted,106,178,3.50000
fitted,106,179,1.86000
fitted,107,1,-0.28000
fitted,107,2,1.18000
fitted,107,3,1.04000
fitted,107,4,2.98000
fitted,107,5,0.56000
fitted,107,6,0.82000
fitted,107,7,1.62000
fitted,107,8,0.82000
fitted,107,9,-0.80000
fitted,107,10,3.06000
fitted,107,11,-0.18000
fitted,107,12,0.54000
fitted,107,13,1.24000
fitted,107,14,0.92000
fitted,107,15,1.10000
fitted,107,16,-0.40000
fitted,107,17,-1.58000
fitted,107,18,-2.34000
fitted,107,19,2.44000
fitted,107,20,0.88000
fitted,107,21,0.94000
fitted,107,22,-1.70000
fitted,107,23,-0.04000
fitted,107,24,1.86000
fitted,107,25,-0.64000
fitted,107,26,2.80000
fitted,107,27,-0.08000
fitted,107,28,0.96000
fitted,107,29,-2.68000
fitted,107,30,0.16000
fitted,107,31,1.04000
fitted,107,32,0.30000
fitted,107,33,-0.58000
fitted,107,34,-0.22000
fitted,107,35,-1.06000
fitted,107,36,2.88000
fitted,107,37,2.48000
fitted,107,38,1.74000
fitted,107,39,0.84000
fitted,107,40,0.72000
fitted,107,41,0.66000
fitted,107,42,-2.70000
fitted,107,43,0.04000
fitted,107,44,-0.34000
fitted,107,45,-0.42000
fitted,107,46,-1.36000
fitted,107,47,-2.62000
fitted,107,48,2.58000
fitted,107,49,1.00000
fitted,107,50,1.20000
fitted,107,51,-1.76000
fitted,107,52,-0.20000
fitted,107,53,-0.54000
fitted,107,54,-1.26000
fitted,107,55,-1.40000
fitted,107,56,2.80000
fitted,107,57,2.74000
fitted,107,58,0.46000
fitted,107,59,1.62000
fitted,107,60,1.92000
fitted,107,61,2.94000
fitted,107,62,-2.14000
fitted,107,63,2.08000
fitted,107,64,1.02000
fitted,107,65,0.92000
fitted,107,66,-0.42000
fitted,107,67,3.40000
fitted,107,68,3.40000
fitted,107,69,0.02000
fitted,107,70,1.98000
fitted,107,71,-1.32000
fitted,107,72,0.32000
fitted,107,73,1.18000
fitted,107,74,1.14000
fitted,107,75,1.90000
fitted,107,76,0.50000
fitted,107,77,-2.20000
fitted,107,78,2.96000
fitted,107,79,0.40000
fitted,107,80,1.00000
fitted,107,81,1.58000
fitted,107,82,2.06000
fitted,107,83,1.12000
fitted,107,84,0.94000
fitted,107,85,1.02000
fitted,107,86,-0.66000
fitted,107,87,0.96000
fitted,107,88,1.18000
fitted,107,89,1.98000
fitted,107,90,2.44000
fitted,107,91,-2.40000
fitted,107,92,-0.18000
fitted,107,93,0.14000
fitted,107,94,0.44000
fitted,107,95,-1.06000
fitted,107,96,-2.24000
fitted,107,97,0.48000
fitted,107,98,0.00000
fitted,107,99,0.90000
fitted,107,100,0.68000
fitted,107,101,1.02000
fitted,107,102,1.44000
fitted,107,103,-2.66000
fitted,107,104,-1.82000
fitted,107,105,-0.24000
fitted,107,106,0.66000
fitted,107,107,-1.32000
fitted,107,108,-0.18000
fitted,107,109,0.26000
fitted,107,110,1.24000
fitted,107,111,1.04000
fitted,107,112,1.50000
fitted,107,113,-2.78000
fitted,107,114,-0.22000
fitted,107,115,-0.84000
fitted,107,116,-1.44000
fitted,107,117,-1.14000
fitted,107,118,-2.36000
fitted,107,119,2.66000
fitted,107,120,0.32000
fitted,107,121,-0.38000
fitted,107,122,1.04000
fitted,107,123,1.44000
fitted,107,124,-2.98000
fitted,107,125,-2.74000
fitted,107,126,-0.44000
fitted,107,127,-0.34000
fitted,107,128,-0.40000
fitted,107,129,-0.78000
fitted,107,130,-1.80000
fitted,107,131,0.68000
fitted,107,132,0.30000
fitted,107,133,0.48000
fitted,107,134,1.88000
fitted,107,135,1.98000
fitted,107,136,-2.48000
fitted,107,137,0.08000
fitted,107,138,-0.04000
fitted,107,139,-0.08000
fitted,107,140,-0.46000
fitted,107,141,-0.26000
fitted,107,142,-0.92000
fitted,107,143,2.44000
fitted,107,144,-1.30000
fitted,107,145,-0.52000
fitted,107,146,-0.52000
fitted,107,147,-3.00000
fitted,107,148,-0.60000
fitted,107,149,-1.24000
fitted,107,150,-1.60000
fitted,107,151,-1.86000
fitted,107,152,-2.22000
fitted,107,153,2.10000
fitted,107,154,-2.62000
fitted,107,155,-1.10000
fitted,107,156,1.36000
fitted,107,157,-1.26000
fitted,107,158,-0.74000
fitted,107,159,-0.42000
fitted,107,160,-1.50000
fitted,107,161,-0.94000
fitted,107,162,-0.90000
fitted,107,163,-1.68000
fitted,107,164,-1.36000
fitted,107,165,-0.54000
fitted,107,166,-0.10000
fitted,107,167,-0.58000
fitted,107,168,0.30000
fitted,107,169,-3.04000
fitted,107,170,-0.88000
fitted,107,171,-1.12000
fitted,107,172,0.00000
fitted,107,173,-0.50000
fitted,107,174,-1.98000
fitted,107,175,2.62000
fitted,107,176,2.72000
fitted,107,177,3.20000
fitted,107,178,0.68000
fitted,107,179,1.30000
fitted,108,1,-1.40000
fitted,108,2,-1.26000
fitted,108,3,-0.20000
fitted,108,4,-0.44000
fitted,108,5,0.54000
fitted,108,6,0.54000
fitted,108,7,1.90000
fitted,108,8,0.14000
fitted,108,9,-0.90000
fitted,108,10,-0.30000
fitted,108,11,-0.36000
fitted,108,12,0.90000
fitted,108,13,0.40000
fitted,108,14,-0.20000
fitted,108,15,1.96000
fitted,108,16,2.34000
fitted,108,17,1.42000
fitted,108,18,2.90000
fitted,108,19,1.78000
fitted,108,20,-0.26000
fitted,108,21,-0.56000
fitted,108,22,-0.14000
fitted,108,23,-0.22000
fitted,108,24,0.26000
fitted,108,25,1.80000
fitted,108,26,-2.36000
fitted,108,27,-0.76000
fitted,108,28,-1.00000
fitted,108,29,0.22000
fitted,108,30,0.48000
fitted,108,31,1.04000
fitted,108,32,1.00000
fitted,108,33,1.20000
fitted,108,34,2.94000
fitted,108,35,2.40000
fitted,108,36,0.92000
fitted,108,37,-0.38000
fitted,108,38,2.72000
fitted,108,39,1.00000
fitted,108,40,0.26000
fitted,108,41,2.14000
fitted,108,42,2.34000
fitted,108,43,1.02000
fitted,108,44,0.16000
fitted,108,45,-0.80000
fitted,108,46,2.94000
fitted,108,47,1.78000
fitted,108,48,1.92000
fitted,108,49,1.98000
fitted,108,50,1.98000
fitted,108,51,0.62000
fitted,108,52,-0.36000
fitted,108,53,0.54000
fitted,108,54,0.12000
fitted,108,55,1.16000
fitted,108,56,1.62000
fitted,108,57,0.16000
fitted,108,58,-0.56000
fitted,108,59,-1.86000
fitted,108,60,-1.24000
fitted,108,61,-1.98000
fitted,108,62,-0.26000
fitted,108,63,-0.60000
fitted,108,64,0.30000
fitted,108,65,-0.26000
fitted,108,66,0.16000
fitted,108,67,0.94000
fitted,108,68,-1.12000
fitted,108,69,-1.64000
fitted,108,70,-0.38000
fitted,108,71,0.92000
fitted,108,72,2.02000
fitted,108,73,0.34000
fitted,108,74,0.30000
fitted,108,75,-0.74000
fitted,108,76,-0.46000
fitted,108,77,1.02000
fitted,108,78,1.14000
fitted,108,79,2.36000
fitted,108,80,2.34000
fitted,108,81,1.04000
fitted,108,82,1.44000
fitted,108,83,-0.28000
fitted,108,84,-1.30000
fitted,108,85,1.24000
fitted,108,86,0.56000
fitted,108,87,1.78000
fitted,108,88,0.04000
fitted,108,89,-0.24000
fitted,108,90,-0.30000
fitted,108,91,-0.54000
fitted,108,92,1.80000
fitted,108,93,0.18000
fitted,108,94,0.06000
fitted,108,95,2.00000
fitted,108,96,0.96000
fitted,108,97,0.38000
fitted,108,98,2.24000
fitted,108,99,1.82000
fitted,108,100,0.06000
fitted,108,101,-0.58000
fitted,108,102,-0.66000
fitted,108,103,-0.02000
fitted,108,104,0.06000
fitted,108,105,0.46000
fitted,108,106,0.38000
fitted,108,107,-1.80000
fitted,108,108,-2.06000
fitted,108,109,-1.84000
fitted,108,110,0.24000
fitted,108,111,-1.14000
fitted,108,112,0.90000
fitted,108,113,1.58000
fitted,108,114,0.56000
fitted,108,115,-1.16000
fitted,108,116,-1.54000
fitted,108,117,-1.38000
fitted,108,118,0.12000
fitted,108,119,-0.42000
fitted,108,120,0.62000
fitted,108,121,-0.64000
fitted,108,122,1.80000
fitted,108,123,1.12000
fitted,108,124,0.66000
fitted,108,125,-0.56000
fitted,108,126,-1.34000
fitted,108,127,-1.10000
fitted,108,128,-1.64000
fitted,108,129,0.92000
fitted,108,130,2.54000
fitted,108,131,-0.30000
fitted,108,132,-1.12000
fitted,108,133,2.02000
fitted,108,134,1.12000
fitted,108,135,2.18000
fitted,108,136,-0.14000
fitted,108,137,-0.94000
fitted,108,138,-0.92000
fitted,108,139,1.28000
fitted,108,140,1.70000
fitted,108,141,0.44000
fitted,108,142,2.00000
fitted,108,143,2.92000
fitted,108,144,0.76000
fitted,108,145,-0.30000
fitted,108,146,-0.42000
fitted,108,147,-1.80000
fitted,108,148,0.92000
fitted,108,149,1.14000
fitted,108,150,1.18000
fitted,108,151,-0.66000
fitted,108,152,-1.20000
fitted,108,153,-1.34000
fitted,108,154,-1.94000
fitted,108,155,-1.18000
fitted,108,156,-0.36000
fitted,108,157,-0.60000
fitted,108,158,-0.70000
fitted,108,159,-1.04000
fitted,108,160,-2.50000
fitted,108,161,-1.42000
fitted,108,162,-2.72000
fitted,108,163,-2.48000
fitted,108,164,-1.48000
fitted,108,165,-1.94000
fitted,108,166,0.74000
fitted,108,167,1.18000
fitted,108,168,-3.04000
fitted,108,169,0.04000
fitted,108,170,-0.58000
fitted,108,171,-0.28000
fitted,108,172,1.10000
fitted,108,173,2.90000
fitted,108,174,-1.46000
fitted,108,175,-2.92000
fitted,108,176,-1.34000
fitted,108,177,1.02000
fitted,108,178,-1.30000
fitted,108,179,0.22000
fitted,109,1,4.14000
fitted,109,2,2.06000
fitted,109,3,2.10000
fitted,109,4,2.00000
fitted,109,5,2.74000
fitted,109,6,2.12000
fitted,109,7,-2.82000
fitted,109,8,1.48000
fitted,109,9,-0.22000
fitted,109,10,3.10000
fitted,109,11,-3.30000
fitted,109,12,2.00000
fitted,109,13,1.92000
fitted,109,14,2.48000
fitted,109,15,4.82000
fitted,109,16,2.26000
fitted,109,17,3.40000
fitted,109,18,1.76000
fitted,109,19,-2.76000
fitted,109,20,-0.32000
fitted,109,21,2.44000
fitted,109,22,-4.26000
fitted,109,23,2.44000
fitted,109,24,2.64000
fitted,109,25,3.92000
fitted,109,26,2.64000
fitted,109,27,3.52000
fitted,109,28,1.86000
fitted,109,29,2.26000
fitted,109,30,4.04000
fitted,109,31,1.38000
fitted,109,32,-2.84000
fitted,109,33,-0.48000
fitted,109,34,-2.30000
fitted,109,35,-1.02000
fitted,109,36,2.10000
fitted,109,37,-0.84000
fitted,109,38,-4.10000
fitted,109,39,2.24000
fitted,109,40,0.12000
fitted,109,41,1.60000
fitted,109,42,0.66000
fitted,109,43,1.64000
fitted,109,44,-1.28000
fitted,109,45,1.02000
fitted,109,46,1.56000
fitted,109,47,-2.44000
fitted,109,48,2.98000
fitted,109,49,-1.86000
fitted,109,50,-2.76000
fitted,109,51,1.14000
fitted,109,52,3.18000
fitted,109,53,-1.36000
fitted,109,54,2.74000
fitted,109,55,1.94000
fitted,109,56,2.72000
fitted,109,57,2.98000
fitted,109,58,-0.24000
fitted,109,59,1.70000
fitted,109,60,1.88000
fitted,109,61,1.80000
fitted,109,62,-2.50000
fitted,109,63,2.26000
fitted,109,64,-2.34000
fitted,109,65,0.28000
fitted,109,66,2.62000
fitted,109,67,-1.54000
fitted,109,68,2.56000
fitted,109,69,3.28000
fitted,109,70,2.68000
fitted,109,71,2.98000
fitted,109,72,2.12000
fitted,109,73,-0.02000
fitted,109,74,0.90000
fitted,109,75,0.88000
fitted,109,76,-0.68000
fitted,109,77,-2.54000
fitted,109,78,1.88000
fitted,109,79,-1.24000
fitted,109,80,1.98000
fitted,109,81,1.62000
fitted,109,82,2.96000
fitted,109,83,1.04000
fitted,109,84,-1.16000
fitted,109,85,3.44000
fitted,109,86,1.72000
fitted,109,87,1.70000
fitted,109,88,-2.30000
fitted,109,89,-2.78000
fitted,109,90,-2.48000
fitted,109,91,2.46000
fitted,109,92,0.54000
fitted,109,93,2.26000
fitted,109,94,3.12000
fitted,109,95,-3.20000
fitted,109,96,-1.72000
fitted,109,97,1.06000
fitted,109,98,1.28000
fitted,109,99,-1.92000
fitted,109,100,-2.68000
fitted,109,101,-1.68000
fitted,109,102,-0.26000
fitted,109,103,-1.82000
fitted,109,104,1.68000
fitted,109,105,3.72000
fitted,109,106,-0.80000
fitted,109,107,2.04000
fitted,109,108,0.32000
fitted,109,109,-3.20000
fitted,109,110,-0.84000
fitted,109,111,-2.32000
fitted,109,112,1.24000
fitted,109,113,1.50000
fitted,109,114,1.00000
fitted,109,115,2.18000
fitted,109,116,1.68000
fitted,109,117,-0.22000
fitted,109,118,3.18000
fitted,109,119,-0.64000
fitted,109,120,2.70000
fitted,109,121,2.36000
fitted,109,122,-2.00000
fitted,109,123,3.82000
fitted,109,124,1.06000
fitted,109,125,-3.32000
fitted,109,126,1.46000
fitted,109,127,-1.28000
fitted,109,128,2.62000
fitted,109,129,1.56000
fitted,109,130,3.82000
fitted,109,131,-1.20000
fitted,109,132,1.84000
fitted,109,133,2.86000
fitted,109,134,2.96000
fitted,109,135,2.10000
fitted,109,136,3.82000
fitted,109,137,-1.66000
fitted,109,138,0.78000
fitted,109,139,-0.76000
fitted,109,140,-2.44000
fitted,109,141,1.64000
fitted,109,142,0.48000
fitted,109,143,-4.14000
fitted,109,144,2.54000
fitted,109,145,-0.90000
fitted,109,146,2.54000
fitted,109,147,2.80000
fitted,109,148,-1.24000
fitted,109,149,4.16000
fitted,109,150,4.06000
fitted,109,151,-1.58000
fitted,109,152,1.04000
fitted,109,153,-0.32000
fitted,109,154,2.44000
fitted,109,155,2.24000
fitted,109,156,-0.14000
fitted,109,157,-3.94000
fitted,109,158,2.46000
fitted,109,159,4.18000
fitted,109,160,-2.20000
fitted,109,161,2.64000
fitted,109,162,-1.90000
fitted,109,163,0.50000
fitted,109,164,-1.00000
fitted,109,165,-0.44000
fitted,109,166,2.98000
fitted,109,167,1.00000
fitted,109,168,-1.32000
fitted,109,169,3.78000
fitted,109,170,-0.32000
fitted,109,171,1.96000
fitted,109,172,2.96000
fitted,109,173,1.32000
fitted,109,174,-0.88000
fitted,109,175,-1.08000
fitted,109,176,0.10000
fitted,109,177,-1.14000
fitted,109,178,-1.62000
fitted,109,179,-3.42000
control,100,1,-0.52000
control,100,2,1.44000
control,100,3,1.76000
control,100,4,-2.34000
control,100,5,0.14000
control,100,6,-0.52000
control,100,7,1.12000
control,100,8,0.34000
control,100,9,1.40000
control,100,10,2.94000
control,100,11,0.38000
control,100,12,0.30000
control,100,13,1.26000
control,100,14,-0.40000
control,100,15,1.26000
control,100,16,0.22000
control,100,17,-3.60000
control,100,18,1.76000
control,100,19,-0.62000
control,100,20,-3.18000
control,100,21,-2.98000
control,100,22,0.26000
control,100,23,-2.04000
control,100,24,2.46000
control,100,25,0.88000
control,100,26,-1.82000
control,100,27,-0.10000
control,100,28,-1.12000
control,100,29,1.92000
control,100,30,-2.00000
control,100,31,-0.66000
control,100,32,0.00000
control,100,33,0.30000
control,100,34,-2.18000
control,100,35,2.50000
control,100,36,0.02000
control,100,37,0.70000
control,100,38,-0.10000
control,100,39,-1.50000
control,100,40,2.00000
control,100,41,1.40000
control,100,42,-0.46000
control,100,43,-2.04000
control,100,44,0.54000
control,100,45,1.38000
control,100,46,2.82000
control,100,47,-0.10000
control,100,48,-1.50000
control,100,49,1.84000
control,100,50,0.12000
control,100,51,-1.40000
control,100,52,-1.24000
control,100,53,2.00000
control,100,54,-1.26000
control,100,55,0.56000
control,100,56,0.54000
control,100,57,0.06000
control,100,58,-1.54000
control,100,59,0.06000
control,100,60,1.40000
control,100,61,-1.34000
control,100,62,-1.40000
control,100,63,1.98000
control,100,64,-0.90000
control,100,65,-0.50000
control,100,66,1.08000
control,100,67,0.70000
control,100,68,2.64000
control,100,69,-0.20000
control,100,70,-2.00000
control,100,71,2.40000
control,100,72,1.22000
control,100,73,-0.38000
control,100,74,-0.56000
control,100,75,-3.90000
control,100,76,-3.42000
control,100,77,1.76000
control,100,78,0.66000
control,100,79,-1.84000
control,100,80,-1.26000
control,100,81,0.38000
control,100,82,-1.34000
control,100,83,1.86000
control,100,84,-0.88000
control,100,85,1.62000
control,100,86,-2.38000
control,100,87,-1.24000
control,100,88,0.28000
control,100,89,1.80000
control,100,90,-0.20000
control,100,91,0.24000
control,100,92,-2.90000
control,100,93,2.46000
control,100,94,-1.94000
control,100,95,0.98000
control,100,96,1.44000
control,100,97,-0.70000
control,100,98,1.64000
control,100,99,0.78000
control,100,100,1.44000
control,100,101,2.66000
control,100,102,-0.68000
control,100,103,0.82000
control,100,104,0.84000
control,100,105,-1.94000
control,100,106,-0.12000
control,100,107,-4.22000
control,100,108,-3.26000
control,100,109,-0.62000
control,100,110,0.94000
control,100,111,2.48000
control,100,112,-0.42000
control,100,113,1.50000
control,100,114,-1.22000
control,100,115,-1.06000
control,100,116,0.10000
control,100,117,-0.72000
control,100,118,-0.40000
control,100,119,1.48000
control,100,120,0.42000
control,100,121,-0.76000
control,100,122,-0.80000
control,100,123,-3.10000
control,100,124,0.96000
control,100,125,-2.96000
control,100,126,2.20000
control,100,127,1.06000
control,100,128,-0.20000
control,100,129,-0.64000
control,100,130,-1.36000
control,100,131,1.88000
control,100,132,1.80000
control,100,133,0.70000
control,100,134,-0.96000
control,100,135,0.58000
control,100,136,-0.06000
control,100,137,-1.98000
control,100,138,2.30000
control,100,139,-1.56000
control,100,140,-0.34000
control,100,141,-0.48000
control,100,142,0.72000
control,100,143,-0.60000
control,100,144,2.70000
control,100,145,1.74000
control,100,146,-1.22000
control,100,147,-1.20000
control,100,148,-0.42000
control,100,149,0.84000
control,100,150,1.38000
control,100,151,2.56000
control,100,152,-2.76000
control,100,153,3.38000
control,100,154,-1.16000
control,100,155,1.84000
control,100,156,-0.22000
control,100,157,2.08000
control,100,158,0.66000
control,100,159,-1.14000
control,100,160,-1.34000
control,100,161,0.78000
control,100,162,2.60000
control,100,163,3.28000
control,100,164,-1.50000
control,100,165,0.68000
control,100,166,0.78000
control,100,167,-0.50000
control,100,168,1.68000
control,100,169,0.72000
control,100,170,-0.28000
control,100,171,-0.10000
control,100,172,0.62000
control,100,173,2.06000
control,100,174,1.40000
control,100,175,0.84000
control,100,176,1.36000
control,100,177,2.66000
control,100,178,0.28000
control,100,179,-3.62000
control,101,1,-1.52000
control,101,2,-0.10000
control,101,3,1.84000
control,101,4,-1.90000
control,101,5,1.10000
control,101,6,-1.22000
control,101,7,0.64000
control,101,8,0.36000
control,101,9,-1.00000
control,101,10,-0.28000
control,101,11,1.72000
control,101,12,2.10000
control,101,13,-1.32000
control,101,14,1.90000
control,101,15,0.64000
control,101,16,3.28000
control,101,17,0.20000
control,101,18,-0.42000
control,101,19,-3.36000
control,101,20,-1.92000
control,101,21,-0.22000
control,101,22,0.10000
control,101,23,-2.12000
control,101,24,-0.90000
control,101,25,0.88000
control,101,26,-0.80000
control,101,27,1.16000
control,101,28,0.54000
control,101,29,1.54000
control,101,30,-1.38000
control,101,31,0.58000
control,101,32,-0.78000
control,101,33,-0.96000
control,101,34,0.86000
control,101,35,-1.60000
control,101,36,0.52000
control,101,37,0.04000
control,101,38,1.42000
control,101,39,0.84000
control,101,40,0.94000
control,101,41,0.48000
control,101,42,-1.06000
control,101,43,0.26000
control,101,44,0.06000
control,101,45,-0.54000
control,101,46,-2.32000
control,101,47,-0.46000
control,101,48,-0.82000
control,101,49,0.82000
control,101,50,0.72000
control,101,51,-1.22000
control,101,52,0.86000
control,101,53,-1.30000
control,101,54,-0.42000
control,101,55,-0.34000
control,101,56,0.88000
control,101,57,-0.44000
control,101,58,-1.44000
control,101,59,-0.04000
control,101,60,1.24000
control,101,61,1.38000
control,101,62,0.20000
control,101,63,-1.46000
control,101,64,0.86000
control,101,65,-1.90000
control,101,66,-1.98000
control,101,67,0.00000
control,101,68,0.90000
control,101,69,-0.10000
control,101,70,0.40000
control,101,71,1.86000
control,101,72,0.76000
control,101,73,1.56000
control,101,74,1.60000
control,101,75,0.20000
control,101,76,-1.32000
control,101,77,0.90000
control,101,78,-2.02000
control,101,79,-0.36000
control,101,80,-1.02000
control,101,81,1.44000
control,101,82,-0.74000
control,101,83,3.02000
control,101,84,-0.90000
control,101,85,1.88000
control,101,86,0.02000
control,101,87,-1.16000
control,101,88,0.60000
control,101,89,-1.86000
control,101,90,-0.24000
control,101,91,-1.14000
control,101,92,-1.76000
control,101,93,0.26000
control,101,94,1.14000
control,101,95,0.44000
control,101,96,-0.36000
control,101,97,1.16000
control,101,98,1.66000
control,101,99,-0.20000
control,101,100,-1.36000
control,101,101,-1.28000
control,101,102,0.82000
control,101,103,-0.90000
control,101,104,0.22000
control,101,105,-0.78000
control,101,106,-1.16000
control,101,107,-1.46000
control,101,108,0.66000
control,101,109,-0.58000
control,101,110,1.22000
control,101,111,2.00000
control,101,112,0.12000
control,101,113,-1.24000
control,101,114,-1.12000
control,101,115,-0.26000
control,101,116,-0.38000
control,101,117,-1.36000
control,101,118,-1.56000
control,101,119,0.48000
control,101,120,-0.18000
control,101,121,-1.40000
control,101,122,0.68000
control,101,123,-0.16000
control,101,124,-0.96000
control,101,125,0.34000
control,101,126,-0.92000
control,101,127,0.58000
control,101,128,-0.96000
control,101,129,-0.66000
control,101,130,1.50000
control,101,131,0.74000
control,101,132,0.46000
control,101,133,-1.06000
control,101,134,-1.46000
control,101,135,-0.36000
control,101,136,1.86000
control,101,137,1.22000
control,101,138,0.58000
control,101,139,-0.50000
control,101,140,-1.42000
control,101,141,-0.98000
control,101,142,-0.24000
control,101,143,2.38000
control,101,144,-0.74000
control,101,145,-0.36000
control,101,146,1.34000
control,101,147,0.78000
control,101,148,0.72000
control,101,149,-0.28000
control,101,150,-1.18000
control,101,151,0.46000
control,101,152,-0.24000
control,101,153,-1.18000
control,101,154,-0.48000
control,101,155,2.12000
control,101,156,-1.22000
control,101,157,-0.98000
control,101,158,-0.68000
control,101,159,-1.18000
control,101,160,-0.60000
